date,latitude,longitude,elevation,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration
2020-05-12 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,,19.667,9.167,1.6,44367.883,10.948973,27.72,21.72,3.921619
2020-05-13 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.837834,18.967001,10.867,5.9999995,44378.973,8.28,24.48,14.36,2.6192825
2020-05-14 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.24825,20.867,9.016999,0.70000005,44389.9,10.799999,30.599998,21.04,3.8559613
2020-05-15 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,,19.267,9.117,0.70000005,44400.67,16.563911,40.32,,3.2906027
2020-05-16 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.527417,19.817001,,0.1,44411.273,23.051247,53.639996,22.47,4.0204787
2020-05-17 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.717,,10.566999,0.0,44421.7,19.878391,47.16,21.59,3.9324648
2020-05-18 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.771165,20.767,10.566999,1.0,44431.94,,39.96,18.37,3.5445309
2020-05-19 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,,,9.467,2.5,44441.984,19.969458,47.519997,15.77,
2020-05-20 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.073249,20.917,7.867,0.0,,19.008545,46.44,23.75,
2020-05-21 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.57325,20.867,9.266999,,,21.67487,51.12,24.71,4.419223
2020-05-22 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.442,19.667,9.066999,0.0,,20.188908,52.199997,20.62,
2020-05-23 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.325333,21.617,8.217,0.7,44479.96,21.09305,50.039997,21.06,4.0017147
2020-05-24 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.281585,19.267,9.816999,0.1,44488.848,21.479664,,19.57,3.563556
2020-05-25 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,15.133668,20.767,11.217,0.0,,20.371038,51.839996,21.11,3.9410534
2020-05-26 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,15.002418,20.867,11.117,,44505.83,21.407139,50.76,20.22,3.771021
2020-05-27 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.775334,19.717001,11.417,0.9,44513.89,16.641972,41.760002,18.58,3.4798923
2020-05-28 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.87325,18.667,11.717,8.900001,44521.656,,25.56,12.69,2.3781893
2020-05-29 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.894084,19.817001,8.217,1.0,44529.117,9.585739,29.519999,18.45,
2020-05-30 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.544082,,10.417,10.8,44536.254,7.072878,23.759998,11.52,2.1658995
2020-05-31 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.023251,18.567001,10.467,8.0,44543.055,5.506941,29.88,16.74,2.9963691
2020-06-01 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.152417,,8.516999,0.3,44549.51,9.531505,26.28,18.77,
2020-06-02 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.092002,20.317001,8.717,0.4,44555.63,14.386494,37.44,20.44,3.7154944
2020-06-03 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.333665,17.567001,,0.2,44561.445,11.165805,28.44,,2.2513034
2020-06-04 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.398251,20.417,8.717,0.0,44566.98,17.57744,,,4.0550957
2020-06-05 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,14.189918,20.167,,0.0,44572.223,18.218275,43.92,,3.881432
2020-06-06 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.83575,19.217001,9.367,0.4,44577.168,20.608229,,19.63,3.5923922
2020-06-07 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.548249,19.167,8.367,0.1,44581.812,17.727943,41.760002,20.01,3.6393917
2020-06-08 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,,18.517,8.316999,,44586.152,14.113652,36.719997,,3.207822
2020-06-09 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.519084,20.317001,7.217,0.1,44590.18,10.137692,35.28,22.47,4.0952673
2020-06-10 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.442,18.417,10.516999,6.9999995,44593.895,16.700275,41.399998,18.46,3.1537821
2020-06-11 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,12.292,18.317001,7.767,,44597.29,13.004921,33.839996,15.9,2.807986
2020-06-12 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.200334,17.367,,12.7,44600.36,,28.44,13.75,2.460684
2020-06-13 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.533668,19.267,8.516999,0.3,44603.11,15.7908325,39.96,19.81,3.5223773
2020-06-14 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.837833,19.367,9.016999,0.0,,22.45315,52.199997,,
2020-06-15 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.900332,19.167,10.467,0.0,,16.80857,41.760002,18.31,3.33137
2020-06-16 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,13.750333,,8.867,0.2,44609.348,15.077082,,20.79,3.7725303
2020-06-17 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,12.854499,17.917,9.816999,8.6,44610.746,7.2359104,29.88,,2.5833108
2020-06-18 00:00:00+00:00,4.674868106842041,-74.18719482421875,2542.0,12.664917,18.617,7.517,15.0,44611.8,,29.16,18.55,3.236371
